1	-5.276144991837021	-7.03508666505196
1	-8.136641858654077	-4.46105486606649
0	1.9960903285915936	4.574134964587465
0	-9.615722957464303	1.8214400218876108
1	-9.409686759957934	-8.519244758242134
0	-4.55686835830387	3.019857927300656
1	-1.2405680431342763	-6.331651819842987
0	4.564762036968727	-0.024148791855280294
1	-9.7411473823522	-7.86201261459685
0	-1.1387724592535342	-1.9731830417087366
1	-3.279264851148022	-6.531152677999264
0	-8.410254651701504	0.7440001087711536
1	1.4971327987543468	-7.9464652425529
